Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
12.0,2012.0,6.0,0.23,7.5,53.0,6.4,53.0,2.0
13.0,2005.0,0.0,0.23,8.4,47.0,8.0,22.0,7.0
5.0,2002.0,10.0,0.23,5.3,19.0,7.4,27.0,1.0
12.0,2014.0,0.0,0.23,7.1,23.0,7.4,27.0,2.0
4.0,1998.0,2.0,0.23,6.1,4.0,7.8,4.0,7.0
3.0,2016.0,11.0,0.23,8.8,104.0,7.1,1221.0,7.0
1.0,2008.0,10.0,0.23,6.3,4.0,7.4,27.0,1.0
10.0,2007.0,6.0,0.23,7.1,23.0,7.4,27.0,2.0
6.0,2008.0,7.0,0.23,5.2,32.0,7.2,82.0,7.0
4.0,2001.0,8.0,0.23,7.1,23.0,7.4,27.0,2.0
10.0,2010.0,0.0,0.23,5.8,21.0,7.8,5.0,7.0
4.0,2000.0,10.0,0.23,7.8,11.0,7.4,27.0,1.0
6.0,2009.0,10.0,0.23,7.1,23.0,7.4,27.0,7.0
12.0,2011.0,0.0,0.23,7.1,23.0,7.4,27.0,2.0
11.0,2013.0,3.0,0.23,7.1,23.0,7.4,27.0,2.0
4.0,1998.0,9.0,0.23,7.1,23.0,7.4,27.0,2.0
10.0,2007.0,0.0,0.23,2.7,7.0,5.1,14.0,2.0
1.0,2010.0,5.0,0.23,7.1,23.0,7.4,27.0,1.0
1.0,2010.0,1.0,0.23,4.8,11.0,7.4,27.0,2.0
10.0,2009.0,10.0,0.23,7.1,23.0,7.4,27.0,2.0
6.0,2008.0,0.0,0.23,5.8,13.0,6.8,4.0,2.0
10.0,2010.0,1.0,0.23,7.1,23.0,7.4,27.0,2.0
4.0,1996.0,0.0,0.23,7.1,23.0,7.4,27.0,2.0
12.0,2005.0,0.0,0.23,8.1,33.0,8.6,31.0,1.0
6.0,2007.0,6.0,0.23,5.7,21.0,5.0,14.0,1.0
5.0,2010.0,10.0,0.23,7.1,23.0,7.4,27.0,1.0
10.0,2008.0,3.0,0.23,7.1,23.0,7.4,27.0,2.0
0.0,2011.0,3.0,0.23,7.1,23.0,7.4,27.0,1.0
13.0,2004.0,0.0,0.23,6.6,33.0,7.7,22.0,5.0
6.0,2012.0,10.0,0.23,7.3,36.0,5.2,17.0,1.0
12.0,2009.0,0.0,0.23,5.9,18.0,5.7,12.0,7.0
5.0,2001.0,10.0,0.23,7.0,18.0,5.8,12.0,7.0
6.0,2012.0,1.0,0.23,7.1,23.0,7.4,27.0,2.0
11.0,2012.0,0.0,0.23,5.7,14.0,5.6,46.0,1.0
8.0,2012.0,1.0,0.23,7.1,23.0,7.4,27.0,2.0
5.0,2003.0,10.0,0.23,7.1,23.0,7.4,27.0,2.0
6.0,2009.0,0.0,0.23,7.1,23.0,7.4,27.0,2.0
5.0,2007.0,3.0,0.23,7.1,23.0,7.4,27.0,7.0
6.0,2011.0,3.0,0.23,6.6,25.0,5.2,5.0,1.0
3.0,2015.0,8.0,0.23,7.9,37.0,6.9,734.0,5.0
8.0,2005.0,5.0,0.23,7.1,23.0,7.4,27.0,2.0
1.0,2008.0,9.0,0.23,7.1,23.0,7.4,27.0,2.0
5.0,2005.0,0.0,0.23,7.4,49.0,8.3,19.0,5.0
8.0,2009.0,1.0,0.23,7.1,23.0,7.4,27.0,2.0
4.0,1997.0,0.0,0.23,7.1,23.0,7.4,27.0,2.0
8.0,2009.0,2.0,0.23,7.1,23.0,7.4,27.0,2.0
1.0,2008.0,10.0,0.23,7.1,23.0,7.4,27.0,2.0
5.0,2003.0,6.0,0.23,5.5,18.0,6.3,4.0,7.0
10.0,2010.0,6.0,0.23,7.4,17.0,6.8,5.0,1.0
10.0,2008.0,3.0,0.23,5.9,17.0,5.5,4.0,2.0
13.0,2003.0,8.0,0.23,8.2,23.0,8.2,23.0,7.0
10.0,2009.0,1.0,0.23,7.1,23.0,7.4,27.0,1.0
8.0,2011.0,10.0,0.23,7.1,23.0,7.4,27.0,1.0
13.0,2003.0,8.0,0.23,6.1,26.0,6.5,13.0,5.0
5.0,2007.0,1.0,0.23,7.1,23.0,7.4,27.0,1.0
10.0,2008.0,3.0,0.23,7.1,23.0,7.4,27.0,2.0
1.0,2006.0,7.0,0.23,8.2,39.0,7.8,25.0,2.0
1.0,2007.0,6.0,0.23,7.1,23.0,7.4,27.0,1.0
1.0,2005.0,2.0,0.23,7.1,23.0,7.4,27.0,2.0
5.0,2006.0,7.0,0.23,8.7,4.0,7.1,13.0,7.0
0.0,2011.0,2.0,0.23,7.1,12.0,7.4,7.0,7.0
4.0,1997.0,7.0,0.23,8.6,9.0,9.0,41.0,7.0
6.0,2010.0,10.0,0.23,7.1,23.0,7.4,27.0,2.0
10.0,2007.0,2.0,0.23,7.1,29.0,8.4,33.0,5.0
11.0,2012.0,10.0,0.23,7.5,9.0,6.7,30.0,1.0
5.0,2008.0,0.0,0.23,7.1,23.0,8.4,7.0,1.0
4.0,1998.0,0.0,0.23,7.1,23.0,7.4,27.0,2.0
4.0,1999.0,11.0,0.23,7.1,23.0,7.4,27.0,2.0
7.0,2015.0,0.0,0.23,7.7,50.0,7.5,160.0,7.0
0.0,2011.0,6.0,0.23,7.1,23.0,7.4,27.0,2.0
6.0,2009.0,1.0,0.23,7.1,23.0,3.4,17.0,1.0
5.0,2003.0,8.0,0.23,5.8,12.0,6.2,5.0,7.0
5.0,2003.0,10.0,0.23,7.3,20.0,8.5,14.0,1.0
4.0,1995.0,8.0,0.23,7.1,23.0,7.4,27.0,2.0
7.0,2016.0,7.0,0.23,7.1,23.0,7.4,27.0,7.0
1.0,2008.0,9.0,0.23,7.1,23.0,7.4,27.0,1.0
8.0,2005.0,3.0,0.23,7.3,27.0,8.1,13.0,1.0
4.0,1997.0,2.0,0.23,7.1,23.0,7.4,27.0,2.0
8.0,2006.0,7.0,0.23,8.7,37.0,8.2,69.0,7.0
13.0,2004.0,3.0,0.23,7.1,23.0,7.4,27.0,2.0
9.0,2014.0,0.0,0.23,8.2,5.0,8.6,42.0,7.0
14.0,2015.0,7.0,0.23,7.1,23.0,7.4,27.0,2.0
10.0,2010.0,1.0,0.23,7.1,23.0,7.4,27.0,1.0
5.0,2006.0,7.0,0.23,7.1,23.0,7.4,27.0,2.0
8.0,2005.0,10.0,0.23,7.9,23.0,8.1,44.0,1.0
8.0,2008.0,10.0,0.23,7.1,23.0,7.4,27.0,1.0
10.0,2007.0,10.0,0.23,7.1,23.0,7.4,27.0,2.0
6.0,2011.0,7.0,0.23,5.5,12.0,7.9,44.0,2.0
8.0,2009.0,7.0,0.23,7.9,27.0,8.5,65.0,7.0
5.0,2003.0,10.0,0.23,6.1,15.0,7.4,27.0,1.0
9.0,2012.0,0.0,0.23,7.1,23.0,7.4,27.0,2.0
9.0,2012.0,3.0,0.23,8.3,65.0,7.8,85.0,1.0
1.0,2007.0,10.0,0.23,7.9,21.0,6.7,6.0,2.0
5.0,2004.0,1.0,0.23,3.9,10.0,4.3,6.0,1.0
10.0,2010.0,10.0,0.23,7.1,23.0,7.4,27.0,7.0
12.0,2008.0,3.0,0.23,6.3,16.0,4.9,10.0,7.0
5.0,2007.0,3.0,0.23,7.1,23.0,7.4,27.0,2.0
8.0,2008.0,7.0,0.23,5.0,13.0,5.4,13.0,2.0
10.0,2010.0,10.0,0.23,4.1,7.0,7.4,27.0,1.0
3.0,2012.0,8.0,0.23,7.6,16.0,8.2,1237.0,5.0
6.0,2011.0,0.0,0.23,6.2,14.0,7.3,34.0,2.0
5.0,2002.0,10.0,0.23,6.2,22.0,5.9,8.0,1.0
4.0,1998.0,2.0,0.23,7.1,23.0,7.4,27.0,2.0
1.0,2006.0,7.0,0.23,7.1,23.0,7.4,27.0,2.0
5.0,2002.0,10.0,0.23,5.5,20.0,7.4,27.0,1.0
4.0,1997.0,4.0,0.23,7.1,23.0,7.4,27.0,2.0
1.0,2008.0,6.0,0.23,5.9,7.0,6.7,6.0,2.0
12.0,2015.0,3.0,0.23,7.1,23.0,5.5,19.0,7.0
5.0,2003.0,0.0,0.23,6.1,26.0,9.2,6.0,5.0
12.0,2010.0,10.0,0.23,7.1,23.0,7.4,27.0,2.0
6.0,2014.0,7.0,0.23,7.1,23.0,7.4,27.0,2.0
6.0,2013.0,0.0,0.23,6.4,39.0,7.9,215.0,5.0
12.0,2014.0,6.0,0.23,6.4,14.0,4.1,20.0,1.0
1.0,2010.0,3.0,0.22,7.1,23.0,7.4,27.0,1.0
5.0,2002.0,0.0,0.22,5.1,21.0,7.0,6.0,5.0
0.0,2016.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
6.0,2011.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2008.0,2.0,0.22,7.1,23.0,7.4,27.0,2.0
9.0,2015.0,0.0,0.22,7.1,23.0,7.6,11.0,2.0
8.0,2013.0,7.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2005.0,0.0,0.22,7.4,33.0,8.4,65.0,5.0
10.0,2007.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
2.0,1997.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2010.0,10.0,0.22,7.1,23.0,7.4,27.0,1.0
8.0,2007.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2013.0,3.0,0.22,7.1,23.0,7.4,27.0,1.0
8.0,2011.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
8.0,2006.0,7.0,0.22,7.2,13.0,7.8,5.0,7.0
10.0,2009.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
13.0,2004.0,8.0,0.22,6.0,40.0,7.3,9.0,5.0
0.0,2013.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2002.0,10.0,0.22,5.8,9.0,7.0,5.0,1.0
5.0,2004.0,8.0,0.22,6.6,38.0,7.4,27.0,7.0
5.0,2005.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2010.0,4.0,0.22,7.1,23.0,7.4,27.0,2.0
8.0,2005.0,10.0,0.22,7.5,25.0,8.5,15.0,1.0
10.0,2012.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2010.0,10.0,0.22,7.8,9.0,5.4,7.0,1.0
5.0,2008.0,6.0,0.22,7.1,23.0,7.4,27.0,1.0
6.0,2011.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
1.0,2010.0,1.0,0.22,7.1,23.0,7.4,27.0,2.0
3.0,2012.0,7.0,0.22,6.9,51.0,5.6,751.0,5.0
1.0,2008.0,9.0,0.22,7.1,23.0,7.4,27.0,1.0
5.0,2005.0,6.0,0.22,7.1,23.0,8.0,5.0,1.0
11.0,2014.0,0.0,0.22,7.1,23.0,7.8,11.0,2.0
7.0,2015.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
1.0,2009.0,4.0,0.22,7.1,23.0,7.4,27.0,1.0
9.0,2014.0,0.0,0.22,8.2,24.0,8.4,125.0,5.0
10.0,2011.0,6.0,0.22,4.2,5.0,3.1,9.0,1.0
1.0,2008.0,9.0,0.22,7.1,23.0,7.4,27.0,1.0
6.0,2011.0,0.0,0.22,5.8,43.0,7.2,29.0,7.0
4.0,1998.0,5.0,0.22,7.1,23.0,7.4,27.0,2.0
7.0,2015.0,6.0,0.22,6.6,30.0,7.0,47.0,1.0
4.0,1996.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
0.0,2012.0,1.0,0.22,5.4,35.0,6.1,28.0,7.0
8.0,2008.0,11.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2004.0,2.0,0.22,6.1,12.0,8.0,5.0,7.0
10.0,2008.0,2.0,0.22,6.1,15.0,5.6,7.0,7.0
5.0,2002.0,8.0,0.22,5.0,18.0,6.3,8.0,5.0
5.0,2003.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2009.0,3.0,0.22,7.1,23.0,7.4,27.0,7.0
1.0,2008.0,1.0,0.22,7.1,23.0,7.4,27.0,1.0
10.0,2008.0,10.0,0.22,6.1,5.0,7.4,27.0,1.0
10.0,2006.0,10.0,0.22,7.2,44.0,7.8,15.0,2.0
6.0,2009.0,0.0,0.22,6.8,22.0,7.6,7.0,2.0
1.0,2008.0,7.0,0.22,7.3,19.0,7.7,14.0,7.0
4.0,1999.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
0.0,2011.0,4.0,0.22,6.9,33.0,7.3,33.0,7.0
1.0,2006.0,10.0,0.22,7.6,34.0,7.0,7.0,1.0
6.0,2012.0,7.0,0.22,4.7,13.0,5.2,37.0,5.0
1.0,2006.0,11.0,0.22,8.0,38.0,7.9,59.0,2.0
9.0,2013.0,7.0,0.22,7.1,23.0,7.4,27.0,2.0
6.0,2010.0,6.0,0.22,7.0,42.0,5.4,28.0,1.0
1.0,2007.0,11.0,0.22,6.1,13.0,8.0,9.0,1.0
13.0,2004.0,0.0,0.22,7.7,44.0,8.8,23.0,5.0
10.0,2008.0,1.0,0.22,7.1,23.0,6.3,6.0,1.0
2.0,1996.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
2.0,2000.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
2.0,1999.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
2.0,2000.0,5.0,0.22,7.1,23.0,7.4,27.0,2.0
2.0,2000.0,2.0,0.22,7.1,23.0,7.4,27.0,2.0
3.0,2015.0,9.0,0.22,7.2,16.0,7.3,117.0,7.0
10.0,2009.0,7.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2008.0,5.0,0.22,5.2,11.0,7.4,27.0,1.0
5.0,2002.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
6.0,2011.0,8.0,0.22,8.1,21.0,7.8,25.0,2.0
10.0,2010.0,0.0,0.22,4.6,4.0,7.4,27.0,2.0
1.0,2008.0,1.0,0.22,7.1,23.0,7.4,27.0,2.0
4.0,1996.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
1.0,2007.0,0.0,0.22,4.9,10.0,7.4,27.0,2.0
1.0,2007.0,8.0,0.22,5.6,31.0,5.6,5.0,5.0
10.0,2010.0,11.0,0.22,5.8,13.0,7.4,27.0,2.0
13.0,2002.0,3.0,0.22,1.9,4.0,4.3,7.0,1.0
8.0,2007.0,0.0,0.22,5.8,21.0,7.0,12.0,5.0
1.0,2008.0,7.0,0.22,5.3,19.0,5.8,17.0,2.0
4.0,1998.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2009.0,6.0,0.22,3.3,4.0,7.4,27.0,1.0
13.0,2004.0,8.0,0.22,5.8,37.0,7.0,14.0,5.0
1.0,2008.0,3.0,0.22,6.9,11.0,7.4,27.0,1.0
4.0,1998.0,11.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2011.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2004.0,7.0,0.22,6.6,34.0,7.0,22.0,7.0
5.0,2001.0,9.0,0.22,5.9,16.0,7.4,27.0,1.0
6.0,2009.0,3.0,0.22,8.2,16.0,7.9,8.0,2.0
8.0,2007.0,0.0,0.22,4.9,34.0,5.6,19.0,7.0
14.0,2016.0,0.0,0.22,8.8,22.0,6.8,156.0,5.0
9.0,2011.0,0.0,0.22,4.9,33.0,4.8,28.0,2.0
1.0,2008.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2008.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2009.0,3.0,0.22,6.9,6.0,8.3,6.0,7.0
10.0,2008.0,10.0,0.22,5.1,11.0,5.9,14.0,1.0
5.0,2001.0,10.0,0.22,6.7,12.0,7.8,6.0,1.0
12.0,2008.0,10.0,0.22,7.0,23.0,5.6,8.0,1.0
8.0,2009.0,7.0,0.22,7.8,30.0,8.0,47.0,7.0
1.0,2011.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
14.0,2014.0,7.0,0.22,7.1,13.0,6.7,166.0,5.0
3.0,2012.0,0.0,0.22,8.0,6.0,8.2,127.0,2.0
10.0,2010.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2006.0,7.0,0.22,6.0,7.0,7.9,9.0,7.0
12.0,2009.0,0.0,0.22,6.1,9.0,8.3,4.0,2.0
1.0,2009.0,9.0,0.22,7.1,23.0,7.4,27.0,1.0
5.0,2003.0,10.0,0.22,6.1,13.0,6.8,65.0,1.0
14.0,2014.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
0.0,2014.0,0.0,0.22,5.8,28.0,6.8,56.0,5.0
8.0,2005.0,10.0,0.22,7.2,19.0,5.4,8.0,1.0
1.0,2008.0,3.0,0.22,8.2,11.0,8.2,13.0,1.0
1.0,2007.0,1.0,0.22,7.1,23.0,7.4,27.0,2.0
12.0,2009.0,11.0,0.22,7.5,33.0,6.6,22.0,7.0
5.0,2002.0,6.0,0.22,6.0,16.0,7.4,27.0,7.0
10.0,2009.0,0.0,0.22,7.2,45.0,8.8,36.0,7.0
12.0,2014.0,2.0,0.22,6.2,11.0,7.3,44.0,7.0
10.0,2010.0,1.0,0.22,7.1,23.0,7.4,27.0,5.0
5.0,2006.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
3.0,2011.0,0.0,0.22,8.0,24.0,6.8,1428.0,5.0
4.0,2001.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
1.0,2009.0,5.0,0.22,5.7,6.0,7.4,27.0,1.0
1.0,2005.0,4.0,0.22,7.1,23.0,7.4,27.0,2.0
5.0,2008.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
4.0,1999.0,6.0,0.22,7.1,23.0,7.4,27.0,2.0
4.0,1999.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
12.0,2011.0,0.0,0.22,6.1,59.0,6.0,116.0,5.0
1.0,2006.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
10.0,2008.0,10.0,0.22,7.1,23.0,7.4,27.0,2.0
12.0,2006.0,8.0,0.22,7.0,63.0,7.8,36.0,7.0
5.0,2002.0,1.0,0.22,6.9,24.0,5.0,12.0,1.0
1.0,2008.0,3.0,0.22,7.1,23.0,7.4,27.0,2.0
6.0,2008.0,1.0,0.22,6.3,12.0,6.2,34.0,2.0
12.0,2014.0,6.0,0.22,7.1,23.0,6.4,94.0,7.0
10.0,2009.0,0.0,0.22,5.1,11.0,7.4,27.0,7.0
1.0,2007.0,5.0,0.22,6.8,4.0,7.4,27.0,1.0
8.0,2012.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
8.0,2006.0,7.0,0.22,7.1,23.0,7.4,27.0,2.0
1.0,2010.0,0.0,0.22,7.1,23.0,7.4,27.0,2.0
12.0,2006.0,9.0,0.21,4.9,36.0,6.0,49.0,7.0
4.0,2000.0,10.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2001.0,10.0,0.21,6.7,11.0,7.4,27.0,7.0
7.0,2013.0,11.0,0.21,4.7,5.0,2.0,87.0,1.0
8.0,2010.0,10.0,0.21,8.0,27.0,8.0,17.0,1.0
4.0,2001.0,10.0,0.21,7.1,23.0,7.4,27.0,2.0
10.0,2009.0,9.0,0.21,5.6,16.0,7.4,27.0,1.0
1.0,2010.0,0.0,0.21,4.3,5.0,4.0,5.0,7.0
5.0,2004.0,6.0,0.21,5.2,17.0,6.8,8.0,1.0
4.0,1996.0,4.0,0.21,7.1,23.0,7.4,27.0,2.0
0.0,2011.0,0.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2004.0,6.0,0.21,6.3,17.0,8.0,7.0,7.0
8.0,2005.0,10.0,0.21,5.7,25.0,6.9,14.0,1.0
5.0,2009.0,2.0,0.21,7.1,23.0,8.4,12.0,2.0
1.0,2009.0,5.0,0.21,7.1,23.0,7.4,27.0,2.0
12.0,2011.0,10.0,0.21,7.1,23.0,7.4,27.0,1.0
10.0,2008.0,9.0,0.21,7.1,23.0,7.4,27.0,1.0
1.0,2007.0,10.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2002.0,0.0,0.21,6.6,28.0,8.0,7.0,7.0
12.0,2012.0,9.0,0.21,6.8,37.0,7.2,37.0,7.0
10.0,2008.0,10.0,0.21,7.1,23.0,7.4,27.0,2.0
12.0,2006.0,10.0,0.21,8.2,22.0,8.2,12.0,1.0
5.0,2008.0,6.0,0.21,7.1,23.0,7.4,27.0,2.0
12.0,2007.0,10.0,0.21,6.9,22.0,7.4,27.0,1.0
4.0,1999.0,0.0,0.21,4.0,9.0,7.4,27.0,7.0
10.0,2006.0,0.0,0.21,4.6,21.0,5.6,19.0,2.0
0.0,2012.0,9.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2000.0,6.0,0.21,6.4,13.0,7.4,27.0,1.0
5.0,2004.0,7.0,0.21,7.6,44.0,8.6,14.0,7.0
12.0,2011.0,3.0,0.21,7.1,23.0,7.4,27.0,2.0
3.0,2016.0,8.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2006.0,3.0,0.21,7.1,23.0,7.4,27.0,2.0
7.0,2014.0,0.0,0.21,7.1,23.0,7.4,27.0,2.0
13.0,2003.0,2.0,0.21,7.1,23.0,7.4,27.0,2.0
6.0,2010.0,0.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2002.0,11.0,0.21,4.7,7.0,7.4,8.0,7.0
10.0,2008.0,3.0,0.21,7.1,23.0,7.4,27.0,1.0
0.0,2015.0,11.0,0.21,6.9,69.0,7.7,125.0,7.0
12.0,2013.0,8.0,0.21,6.8,30.0,6.7,118.0,5.0
3.0,2004.0,8.0,0.21,7.2,19.0,3.5,1509.0,7.0
13.0,2002.0,8.0,0.21,7.6,20.0,7.5,6.0,5.0
1.0,2011.0,0.0,0.21,5.5,5.0,7.4,27.0,2.0
10.0,2011.0,0.0,0.21,7.1,23.0,7.4,27.0,2.0
10.0,2010.0,6.0,0.21,7.1,23.0,7.4,27.0,2.0
13.0,2005.0,10.0,0.21,8.3,32.0,7.5,26.0,2.0
12.0,2009.0,1.0,0.21,2.5,4.0,3.8,48.0,1.0
13.0,2004.0,0.0,0.21,7.0,55.0,7.0,6.0,5.0
5.0,2005.0,3.0,0.21,6.0,17.0,8.6,5.0,7.0
5.0,2004.0,8.0,0.21,6.5,37.0,7.1,8.0,5.0
8.0,2005.0,10.0,0.21,6.7,21.0,7.7,16.0,1.0
1.0,2009.0,1.0,0.21,7.1,23.0,8.9,8.0,1.0
12.0,2012.0,0.0,0.21,7.1,23.0,7.4,27.0,2.0
1.0,2005.0,10.0,0.21,8.4,31.0,8.7,55.0,1.0
6.0,2013.0,7.0,0.21,7.1,23.0,7.4,27.0,2.0
0.0,2015.0,0.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2004.0,0.0,0.21,8.5,29.0,7.7,17.0,7.0
12.0,2009.0,10.0,0.21,7.6,31.0,6.2,35.0,2.0
5.0,2001.0,8.0,0.21,8.4,18.0,7.2,11.0,5.0
5.0,2005.0,4.0,0.21,6.3,22.0,5.2,13.0,1.0
12.0,2009.0,8.0,0.21,7.1,54.0,6.4,64.0,5.0
6.0,2012.0,1.0,0.21,9.2,78.0,8.8,1381.0,1.0
6.0,2009.0,3.0,0.21,7.1,23.0,7.4,27.0,2.0
6.0,2010.0,6.0,0.21,7.3,4.0,7.5,4.0,2.0
4.0,1996.0,1.0,0.21,7.1,23.0,7.4,27.0,2.0
1.0,2009.0,9.0,0.21,7.1,23.0,7.4,27.0,1.0
0.0,2016.0,7.0,0.21,6.8,12.0,7.6,16.0,7.0
1.0,2006.0,10.0,0.21,7.0,9.0,6.5,10.0,1.0
4.0,2000.0,2.0,0.21,2.6,7.0,4.0,5.0,1.0
12.0,2010.0,3.0,0.21,7.1,23.0,7.4,27.0,2.0
12.0,2013.0,0.0,0.21,7.1,23.0,7.4,27.0,2.0
12.0,2009.0,10.0,0.21,6.3,4.0,5.8,5.0,1.0
13.0,2005.0,8.0,0.21,7.5,43.0,8.1,21.0,5.0
6.0,2013.0,7.0,0.21,7.4,37.0,8.1,61.0,7.0
5.0,2005.0,11.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2003.0,4.0,0.21,8.3,46.0,7.8,13.0,7.0
10.0,2008.0,0.0,0.21,7.1,23.0,7.4,27.0,1.0
3.0,2015.0,0.0,0.21,7.4,14.0,5.9,544.0,5.0
1.0,2008.0,0.0,0.21,5.4,12.0,7.4,27.0,2.0
5.0,2002.0,7.0,0.21,7.6,20.0,8.3,22.0,7.0
4.0,2002.0,4.0,0.21,7.1,23.0,7.4,27.0,2.0
10.0,2008.0,3.0,0.21,7.1,23.0,7.4,27.0,2.0
5.0,2001.0,1.0,0.21,7.8,18.0,8.2,19.0,7.0
1.0,2011.0,1.0,0.21,7.1,23.0,7.4,27.0,1.0
1.0,2008.0,0.0,0.21,8.3,52.0,7.8,36.0,7.0
13.0,2003.0,10.0,0.21,6.5,5.0,8.4,16.0,7.0
8.0,2007.0,10.0,0.21,7.1,23.0,7.3,4.0,1.0
2.0,1999.0,4.0,0.21,7.1,23.0,7.4,27.0,2.0
2.0,1999.0,8.0,0.21,7.1,23.0,7.4,27.0,2.0
2.0,1997.0,2.0,0.21,7.1,23.0,7.4,27.0,2.0
2.0,1999.0,3.0,0.21,7.1,23.0,7.4,27.0,2.0
2.0,1998.0,2.0,0.21,7.1,23.0,7.4,27.0,2.0
2.0,2000.0,6.0,0.21,7.1,23.0,7.4,27.0,2.0
9.0,2016.0,7.0,0.21,7.7,5.0,8.6,46.0,2.0
9.0,2014.0,0.0,0.21,7.2,35.0,8.4,77.0,5.0
10.0,2011.0,0.0,0.21,7.9,9.0,7.0,12.0,1.0
10.0,2007.0,4.0,0.21,6.0,8.0,6.4,15.0,2.0
4.0,1996.0,7.0,0.21,7.1,23.0,7.4,27.0,2.0
7.0,2014.0,1.0,0.21,8.3,6.0,8.4,259.0,5.0
10.0,2009.0,1.0,0.21,6.7,51.0,7.6,33.0,5.0
10.0,2011.0,3.0,0.21,7.1,23.0,7.4,27.0,2.0
1.0,2008.0,11.0,0.21,7.8,28.0,6.9,20.0,2.0
12.0,2008.0,6.0,0.21,6.3,17.0,8.0,6.0,2.0
1.0,2010.0,5.0,0.21,7.1,23.0,7.4,27.0,1.0
0.0,2012.0,7.0,0.21,6.9,53.0,7.4,50.0,7.0
14.0,2015.0,11.0,0.21,7.1,23.0,7.4,27.0,2.0
10.0,2009.0,4.0,0.21,8.0,43.0,8.7,35.0,1.0
8.0,2005.0,1.0,0.21,7.1,23.0,7.4,27.0,2.0
4.0,1997.0,7.0,0.21,7.1,23.0,7.4,27.0,2.0
4.0,1999.0,7.0,0.21,7.1,23.0,7.4,27.0,2.0
6.0,2008.0,6.0,0.21,6.1,21.0,5.0,11.0,1.0
6.0,2009.0,0.0,0.21,4.3,32.0,4.8,13.0,7.0
4.0,2000.0,7.0,0.21,7.1,23.0,7.4,27.0,2.0
8.0,2010.0,2.0,0.21,7.4,27.0,7.0,13.0,7.0
8.0,2005.0,3.0,0.21,3.7,6.0,6.4,20.0,2.0
12.0,2007.0,3.0,0.21,6.7,16.0,7.3,19.0,1.0
5.0,2002.0,0.0,0.21,8.1,25.0,8.9,49.0,5.0
13.0,2004.0,8.0,0.21,6.4,27.0,5.3,20.0,5.0
5.0,2001.0,6.0,0.21,8.5,17.0,8.2,9.0,1.0
5.0,2008.0,0.0,0.21,6.9,4.0,4.1,16.0,2.0
12.0,2007.0,0.0,0.21,3.8,45.0,2.9,44.0,5.0
13.0,2005.0,0.0,0.21,6.5,56.0,7.1,21.0,7.0
14.0,2014.0,10.0,0.21,5.3,9.0,6.8,53.0,1.0
1.0,2011.0,11.0,0.21,7.1,23.0,7.4,27.0,2.0
